State,District,Most AQI Reached,Current AQI,Major Source of Pollution,AQI_Difference,Category,District_Rank
Assam,Hailakandi (Area 3),316,149,Construction Dust,167,Moderate,2426
Assam,Hailakandi (Area 4),153,69,Domestic Fuel,84,Satisfactory,4186
Assam,Hailakandi (Area 5),164,61,Road Dust,103,Satisfactory,4368
Assam,Hailakandi (Area 6),189,47,Domestic Fuel,142,Good,4656
Assam,Hojai,192,101,Industrial Emissions,91,Moderate,3515
Assam,Hojai (Area 1),81,76,Road Dust,5,Satisfactory,4023
Assam,Hojai (Area 2),283,188,Road Dust,95,Moderate,1423
Assam,Hojai (Area 3),260,118,Construction Dust,142,Moderate,3122
Assam,Hojai (Area 4),217,69,Waste Burning,148,Satisfactory,4186
Assam,Hojai (Area 5),250,35,Waste Burning,215,Good,4916
Assam,Hojai (Area 6),100,61,Vehicle,39,Satisfactory,4368
Assam,Jorhat,309,133,Vehicle,176,Moderate,2758
Assam,Jorhat (Area 1),216,120,Domestic Fuel,96,Moderate,3066
Assam,Jorhat (Area 2),97,43,Vehicle,54,Good,4752
Assam,Jorhat (Area 3),278,71,Construction Dust,207,Satisfactory,4129
Assam,Jorhat (Area 4),285,128,Road Dust,157,Moderate,2872
Assam,Jorhat (Area 5),198,75,Construction Dust,123,Satisfactory,4041
Assam,Jorhat (Area 6),251,37,Industrial Emissions,214,Good,4863
Assam,Kamrup,247,77,Road Dust,170,Satisfactory,4006
Assam,Kamrup (Area 1),110,51,Construction Dust,59,Satisfactory,4578
Assam,Kamrup (Area 2),248,179,Domestic Fuel,69,Moderate,1667
Assam,Kamrup (Area 3),225,180,Crop Burning,45,Moderate,1635
Assam,Kamrup (Area 4),227,189,Road Dust,38,Moderate,1395
Assam,Kamrup (Area 5),282,158,Industrial Emissions,124,Moderate,2207
Assam,Kamrup (Area 6),275,119,Industrial Emissions,156,Moderate,3093
Assam,Kamrup Metropolitan,148,118,Waste Burning,30,Moderate,3122
Assam,Kamrup Metropolitan (Area 1),272,85,Industrial Emissions,187,Satisfactory,3852
Assam,Kamrup Metropolitan (Area 2),178,69,Domestic Fuel,109,Satisfactory,4186
Assam,Kamrup Metropolitan (Area 3),203,115,Vehicle,88,Moderate,3206
Assam,Kamrup Metropolitan (Area 4),243,185,Construction Dust,58,Moderate,1517
Assam,Kamrup Metropolitan (Area 5),104,94,Construction Dust,10,Satisfactory,3654
Assam,Kamrup Metropolitan (Area 6),162,154,Industrial Emissions,8,Moderate,2307
Assam,Karbi Anglong,319,86,Waste Burning,233,Satisfactory,3830
Assam,Karbi Anglong (Area 1),79,60,Vehicle,19,Satisfactory,4390
Assam,Karbi Anglong (Area 2),251,174,Construction Dust,77,Moderate,1803
Assam,Karbi Anglong (Area 3),312,88,Construction Dust,224,Satisfactory,3792
Assam,Karbi Anglong (Area 4),244,122,Waste Burning,122,Moderate,3013
Assam,Karbi Anglong (Area 5),139,37,Construction Dust,102,Good,4863
Assam,Karbi Anglong (Area 6),183,87,Waste Burning,96,Satisfactory,3813
Assam,Karimganj,254,53,Domestic Fuel,201,Satisfactory,4544
Assam,Karimganj (Area 1),273,150,Industrial Emissions,123,Moderate,2400
Assam,Karimganj (Area 2),293,41,Crop Burning,252,Good,4789
Assam,Karimganj (Area 3),272,147,Domestic Fuel,125,Moderate,2478
Assam,Karimganj (Area 4),206,127,Vehicle,79,Moderate,2909
Assam,Karimganj (Area 5),55,33,Crop Burning,22,Good,4964
Assam,Karimganj (Area 6),308,46,Road Dust,262,Good,4680
Assam,Kokrajhar,162,148,Crop Burning,14,Moderate,2446
Assam,Kokrajhar (Area 1),187,152,Construction Dust,35,Moderate,2349
Assam,Kokrajhar (Area 2),263,169,Road Dust,94,Moderate,1925
Assam,Kokrajhar (Area 3),212,177,Vehicle,35,Moderate,1733
Assam,Kokrajhar (Area 4),182,113,Vehicle,69,Moderate,3243
Assam,Kokrajhar (Area 5),302,130,Crop Burning,172,Moderate,2832
Assam,Kokrajhar (Area 6),66,64,Waste Burning,2,Satisfactory,4293
Assam,Lakhimpur,245,32,Domestic Fuel,213,Good,4983
Assam,Lakhimpur (Area 1),289,30,Vehicle,259,Good,5042
Assam,Lakhimpur (Area 2),220,136,Industrial Emissions,84,Moderate,2692
Assam,Lakhimpur (Area 3),197,103,Road Dust,94,Moderate,3474
Assam,Lakhimpur (Area 4),74,54,Domestic Fuel,20,Satisfactory,4523
Assam,Lakhimpur (Area 5),230,188,Construction Dust,42,Moderate,1423
Assam,Lakhimpur (Area 6),206,133,Road Dust,73,Moderate,2758
Assam,Majuli,320,127,Domestic Fuel,193,Moderate,2909
Assam,Majuli (Area 1),238,79,Crop Burning,159,Satisfactory,3967
Assam,Majuli (Area 2),209,109,Industrial Emissions,100,Moderate,3338
Assam,Majuli (Area 3),98,91,Vehicle,7,Satisfactory,3726
Assam,Majuli (Area 4),176,106,Road Dust,70,Moderate,3413
Assam,Majuli (Area 5),220,151,Domestic Fuel,69,Moderate,2376
Assam,Majuli (Area 6),251,149,Road Dust,102,Moderate,2426
Assam,Morigaon,181,172,Waste Burning,9,Moderate,1852
Assam,Morigaon (Area 1),269,184,Road Dust,85,Moderate,1544
Assam,Morigaon (Area 2),264,78,Vehicle,186,Satisfactory,3989
Assam,Morigaon (Area 3),161,58,Crop Burning,103,Satisfactory,4431
Assam,Morigaon (Area 4),297,162,Road Dust,135,Moderate,2106
Assam,Morigaon (Area 5),165,117,Vehicle,48,Moderate,3144
Assam,Morigaon (Area 6),287,167,Construction Dust,120,Moderate,1979
Assam,Nagaon,247,62,Road Dust,185,Satisfactory,4343
Assam,Nagaon (Area 1),232,169,Waste Burning,63,Moderate,1925
Assam,Nagaon (Area 2),111,32,Waste Burning,79,Good,4983
Assam,Nagaon (Area 3),83,80,Road Dust,3,Satisfactory,3948
Assam,Nagaon (Area 4),297,123,Industrial Emissions,174,Moderate,2983
Assam,Nagaon (Area 5),306,156,Construction Dust,150,Moderate,2251
Assam,Nagaon (Area 6),210,101,Industrial Emissions,109,Moderate,3515
Assam,Nalbari,179,171,Vehicle,8,Moderate,1866
Assam,Nalbari (Area 1),274,65,Crop Burning,209,Satisfactory,4267
Assam,Nalbari (Area 2),289,144,Road Dust,145,Moderate,2550
Assam,Nalbari (Area 3),299,75,Vehicle,224,Satisfactory,4041
Assam,Nalbari (Area 4),146,85,Vehicle,61,Satisfactory,3852
Assam,Nalbari (Area 5),269,187,Road Dust,82,Moderate,1455
Assam,Nalbari (Area 6),200,141,Construction Dust,59,Moderate,2609
Assam,Sivasagar,303,149,Industrial Emissions,154,Moderate,2426
Assam,Sivasagar (Area 1),218,51,Vehicle,167,Satisfactory,4578
Assam,Sivasagar (Area 2),236,56,Domestic Fuel,180,Satisfactory,4474
Assam,Sivasagar (Area 3),219,170,Vehicle,49,Moderate,1898
Assam,Sivasagar (Area 4),239,161,Waste Burning,78,Moderate,2129
Assam,Sivasagar (Area 5),159,121,Vehicle,38,Moderate,3037
Assam,Sivasagar (Area 6),258,93,Crop Burning,165,Satisfactory,3678
Assam,Sonitpur,121,86,Road Dust,35,Satisfactory,3830
Assam,Sonitpur (Area 1),205,154,Vehicle,51,Moderate,2307
Assam,Sonitpur (Area 2),305,149,Crop Burning,156,Moderate,2426
Assam,Sonitpur (Area 3),243,66,Crop Burning,177,Satisfactory,4247
Assam,Sonitpur (Area 4),58,32,Road Dust,26,Good,4983
Assam,Sonitpur (Area 5),257,108,Road Dust,149,Moderate,3362
Assam,Sonitpur (Area 6),247,177,Construction Dust,70,Moderate,1733
Assam,South Salmara-Mankachar,261,112,Industrial Emissions,149,Moderate,3267
Assam,South Salmara-Mankachar (Area 1),227,56,Construction Dust,171,Satisfactory,4474
Assam,South Salmara-Mankachar (Area 2),141,93,Industrial Emissions,48,Satisfactory,3678
Assam,South Salmara-Mankachar (Area 3),62,35,Industrial Emissions,27,Good,4916
Assam,South Salmara-Mankachar (Area 4),165,123,Construction Dust,42,Moderate,2983
Assam,South Salmara-Mankachar (Area 5),164,111,Vehicle,53,Moderate,3285
Assam,South Salmara-Mankachar (Area 6),288,167,Waste Burning,121,Moderate,1979
Assam,Tinsukia,271,44,Domestic Fuel,227,Good,4732
Assam,Tinsukia (Area 1),232,93,Waste Burning,139,Satisfactory,3678
Assam,Tinsukia (Area 2),165,43,Domestic Fuel,122,Good,4752
Assam,Tinsukia (Area 3),123,119,Industrial Emissions,4,Moderate,3093
Assam,Tinsukia (Area 4),233,120,Waste Burning,113,Moderate,3066
Assam,Tinsukia (Area 5),260,81,Waste Burning,179,Satisfactory,3923
Assam,Tinsukia (Area 6),259,158,Industrial Emissions,101,Moderate,2207
Assam,Udalguri,250,63,Crop Burning,187,Satisfactory,4322
Assam,Udalguri (Area 1),135,96,Domestic Fuel,39,Satisfactory,3616
Assam,Udalguri (Area 2),306,179,Industrial Emissions,127,Moderate,1667
Assam,Udalguri (Area 3),297,60,Waste Burning,237,Satisfactory,4390
Assam,Udalguri (Area 4),177,93,Domestic Fuel,84,Satisfactory,3678
Assam,Udalguri (Area 5),275,158,Industrial Emissions,117,Moderate,2207
Assam,Udalguri (Area 6),257,144,Road Dust,113,Moderate,2550
Assam,West Karbi Anglong,221,126,Domestic Fuel,95,Moderate,2934
Assam,West Karbi Anglong (Area 1),188,95,Vehicle,93,Satisfactory,3634
Assam,West Karbi Anglong (Area 2),100,50,Industrial Emissions,50,Good,4596
Assam,West Karbi Anglong (Area 3),300,187,Construction Dust,113,Moderate,1455
Assam,West Karbi Anglong (Area 4),277,49,Construction Dust,228,Good,4614
Assam,West Karbi Anglong (Area 5),271,123,Domestic Fuel,148,Moderate,2983
Assam,West Karbi Anglong (Area 6),275,147,Waste Burning,128,Moderate,2478
Bihar,Araria,389,382,Industrial Emissions,7,Very Poor,471
Bihar,Araria (Area 1),392,247,Crop Burning,145,Poor,1112
Bihar,Araria (Area 2),392,387,Industrial Emissions,5,Very Poor,451
Bihar,Araria (Area 3),422,282,Domestic Fuel,140,Poor,938
Bihar,Araria (Area 4),305,278,Crop Burning,27,Poor,964
Bihar,Araria (Area 5),400,292,Vehicle,108,Poor,892
Bihar,Araria (Area 6),455,312,Construction Dust,143,Very Poor,812
Bihar,Arwal,374,220,Industrial Emissions,154,Poor,1227
Bihar,Arwal (Area 1),475,453,Construction Dust,22,Severe,141
Bihar,Arwal (Area 2),489,440,Industrial Emissions,49,Severe,208
Bihar,Arwal (Area 3),373,186,Crop Burning,187,Moderate,1478
Bihar,Arwal (Area 4),370,164,Crop Burning,206,Moderate,2049
Bihar,Arwal (Area 5),437,417,Construction Dust,20,Severe,316
Bihar,Arwal (Area 6),441,223,Construction Dust,218,Poor,1220
Bihar,Aurangabad,460,320,Vehicle,140,Very Poor,778
Bihar,Aurangabad (Area 1),315,174,Waste Burning,141,Moderate,1803
Bihar,Aurangabad (Area 2),489,266,Construction Dust,223,Poor,1018
Bihar,Aurangabad (Area 3),404,215,Domestic Fuel,189,Poor,1251
Bihar,Aurangabad (Area 4),408,213,Crop Burning,195,Poor,1260
Bihar,Aurangabad (Area 5),498,448,Vehicle,50,Severe,166
Bihar,Aurangabad (Area 6),427,377,Industrial Emissions,50,Very Poor,500
Bihar,Banka,452,414,Construction Dust,38,Severe,329
Bihar,Banka (Area 1),411,399,Vehicle,12,Very Poor,399
Bihar,Banka (Area 2),488,255,Industrial Emissions,233,Poor,1070
Bihar,Banka (Area 3),477,403,Industrial Emissions,74,Severe,378
Bihar,Banka (Area 4),299,279,Crop Burning,20,Poor,957
Bihar,Banka (Area 5),166,155,Waste Burning,11,Moderate,2275
Bihar,Banka (Area 6),373,360,Industrial Emissions,13,Very Poor,574
Bihar,Begusarai,336,229,Industrial Emissions,107,Poor,1190
Bihar,Begusarai (Area 1),486,268,Waste Burning,218,Poor,1008
Bihar,Begusarai (Area 2),302,299,Road Dust,3,Poor,860
Bihar,Begusarai (Area 3),459,224,Waste Burning,235,Poor,1211
Bihar,Begusarai (Area 4),452,229,Construction Dust,223,Poor,1190
Bihar,Begusarai (Area 5),260,168,Domestic Fuel,92,Moderate,1954
Bihar,Begusarai (Area 6),498,436,Vehicle,62,Severe,230
Bihar,Bhagalpur,343,254,Domestic Fuel,89,Poor,1073
Bihar,Bhagalpur (Area 1),438,393,Construction Dust,45,Very Poor,428
Bihar,Bhagalpur (Area 2),427,287,Domestic Fuel,140,Poor,920
Bihar,Bhagalpur (Area 3),446,440,Vehicle,6,Severe,208
Bihar,Bhagalpur (Area 4),257,219,Waste Burning,38,Poor,1232
Bihar,Bhagalpur (Area 5),459,390,Industrial Emissions,69,Very Poor,441
Bihar,Bhagalpur (Area 6),439,336,Domestic Fuel,103,Very Poor,700
Bihar,Bhojpur,277,192,Industrial Emissions,85,Moderate,1347
Bihar,Bhojpur (Area 1),433,421,Industrial Emissions,12,Severe,301
Bihar,Bhojpur (Area 2),462,448,Industrial Emissions,14,Severe,166
Bihar,Bhojpur (Area 3),430,349,Industrial Emissions,81,Very Poor,631
Bihar,Bhojpur (Area 4),289,180,Domestic Fuel,109,Moderate,1635
Bihar,Bhojpur (Area 5),393,341,Vehicle,52,Very Poor,674
Bihar,Bhojpur (Area 6),419,412,Construction Dust,7,Severe,336
Bihar,Buxar,318,258,Construction Dust,60,Poor,1052
Bihar,Buxar (Area 1),389,171,Crop Burning,218,Moderate,1866
Bihar,Buxar (Area 2),434,396,Construction Dust,38,Very Poor,415
Bihar,Buxar (Area 3),499,248,Domestic Fuel,251,Poor,1104
Bihar,Buxar (Area 4),352,251,Domestic Fuel,101,Poor,1087
Bihar,Buxar (Area 5),326,160,Crop Burning,166,Moderate,2154
Bihar,Buxar (Area 6),386,153,Domestic Fuel,233,Moderate,2329
Bihar,Darbhanga,326,300,Vehicle,26,Poor,851
Bihar,Darbhanga (Area 1),494,391,Vehicle,103,Very Poor,437
Bihar,Darbhanga (Area 2),354,184,Crop Burning,170,Moderate,1544
Bihar,Darbhanga (Area 3),407,327,Vehicle,80,Very Poor,744
Bihar,Darbhanga (Area 4),295,217,Domestic Fuel,78,Poor,1242
Bihar,Darbhanga (Area 5),351,151,Road Dust,200,Moderate,2376
Bihar,Darbhanga (Area 6),476,302,Road Dust,174,Very Poor,839
Bihar,East Champaran (Motihari),457,443,Industrial Emissions,14,Severe,188
Bihar,East Champaran (Motihari) (Area 1),483,462,Industrial Emissions,21,Severe,92
Bihar,East Champaran (Motihari) (Area 2),437,395,Vehicle,42,Very Poor,420
Bihar,East Champaran (Motihari) (Area 3),354,321,Industrial Emissions,33,Very Poor,770
Bihar,East Champaran (Motihari) (Area 4),498,152,Crop Burning,346,Moderate,2349
Bihar,East Champaran (Motihari) (Area 5),451,297,Waste Burning,154,Poor,868
Bihar,East Champaran (Motihari) (Area 6),493,306,Industrial Emissions,187,Very Poor,829
Bihar,Gaya,413,330,Industrial Emissions,83,Very Poor,734
Bihar,Gaya (Area 1),460,365,Vehicle,95,Very Poor,556
Bihar,Gaya (Area 2),370,281,Construction Dust,89,Poor,946
Bihar,Gaya (Area 3),245,176,Domestic Fuel,69,Moderate,1754
Bihar,Gaya (Area 4),206,194,Domestic Fuel,12,Moderate,1334
Bihar,Gaya (Area 5),426,387,Construction Dust,39,Very Poor,451
Bihar,Gaya (Area 6),405,224,Construction Dust,181,Poor,1211
Bihar,Gopalganj,349,194,Waste Burning,155,Moderate,1334
Bihar,Gopalganj (Area 1),402,198,Vehicle,204,Moderate,1319
Bihar,Gopalganj (Area 2),395,281,Crop Burning,114,Poor,946
Bihar,Gopalganj (Area 3),400,302,Road Dust,98,Very Poor,839
Bihar,Gopalganj (Area 4),448,398,Construction Dust,50,Very Poor,404
Bihar,Gopalganj (Area 5),472,461,Construction Dust,11,Severe,102
Bihar,Gopalganj (Area 6),267,229,Domestic Fuel,38,Poor,1190
Bihar,Jamui,318,192,Domestic Fuel,126,Moderate,1347
Bihar,Jamui (Area 1),448,436,Industrial Emissions,12,Severe,230
Bihar,Jamui (Area 2),166,159,Waste Burning,7,Moderate,2183
Bihar,Jamui (Area 3),477,370,Industrial Emissions,107,Very Poor,538
Bihar,Jamui (Area 4),464,288,Crop Burning,176,Poor,916
Bihar,Jamui (Area 5),229,182,Domestic Fuel,47,Moderate,1593
Bihar,Jamui (Area 6),476,385,Vehicle,91,Very Poor,459
Bihar,Jehanabad,463,404,Industrial Emissions,59,Severe,374
Bihar,Jehanabad (Area 1),388,371,Vehicle,17,Very Poor,533
Bihar,Jehanabad (Area 2),232,190,Crop Burning,42,Moderate,1355
Bihar,Jehanabad (Area 3),320,288,Industrial Emissions,32,Poor,916
Bihar,Jehanabad (Area 4),423,304,Road Dust,119,Very Poor,835
Bihar,Jehanabad (Area 5),465,454,Industrial Emissions,11,Severe,131
Bihar,Jehanabad (Area 6),483,463,Vehicle,20,Severe,90
Bihar,Kaimur (Bhabua),451,178,Construction Dust,273,Moderate,1702
Bihar,Kaimur (Bhabua) (Area 1),490,359,Construction Dust,131,Very Poor,582
Bihar,Kaimur (Bhabua) (Area 2),210,174,Construction Dust,36,Moderate,1803
Bihar,Kaimur (Bhabua) (Area 3),262,208,Road Dust,54,Poor,1282
Bihar,Kaimur (Bhabua) (Area 4),486,229,Domestic Fuel,257,Poor,1190
Bihar,Kaimur (Bhabua) (Area 5),326,163,Crop Burning,163,Moderate,2075
Bihar,Kaimur (Bhabua) (Area 6),498,475,Industrial Emissions,23,Severe,22
Bihar,Katihar,437,159,Construction Dust,278,Moderate,2183
Bihar,Katihar (Area 1),472,443,Industrial Emissions,29,Severe,188
Bihar,Katihar (Area 2),236,156,Vehicle,80,Moderate,2251
Bihar,Katihar (Area 3),221,216,Waste Burning,5,Poor,1246
Bihar,Katihar (Area 4),267,208,Road Dust,59,Poor,1282
Bihar,Katihar (Area 5),439,219,Waste Burning,220,Poor,1232
Bihar,Katihar (Area 6),409,249,Crop Burning,160,Poor,1096
Bihar,Khagaria,377,342,Vehicle,35,Very Poor,670
Bihar,Khagaria (Area 1),447,320,Waste Burning,127,Very Poor,778
Bihar,Khagaria (Area 2),318,289,Domestic Fuel,29,Poor,910
Bihar,Khagaria (Area 3),236,201,Industrial Emissions,35,Poor,1305
Bihar,Khagaria (Area 4),295,176,Crop Burning,119,Moderate,1754
Bihar,Khagaria (Area 5),443,410,Construction Dust,33,Severe,341
Bihar,Khagaria (Area 6),466,439,Industrial Emissions,27,Severe,215
Bihar,Kishanganj,432,422,Vehicle,10,Severe,299
Bihar,Kishanganj (Area 1),500,446,Vehicle,54,Severe,180
Bihar,Kishanganj (Area 2),465,333,Domestic Fuel,132,Very Poor,721
Bihar,Kishanganj (Area 3),485,377,Industrial Emissions,108,Very Poor,500
Bihar,Kishanganj (Area 4),462,425,Vehicle,37,Severe,292
Bihar,Kishanganj (Area 5),396,169,Industrial Emissions,227,Moderate,1925
Bihar,Kishanganj (Area 6),416,404,Vehicle,12,Severe,374
Bihar,Lakhisarai,497,403,Construction Dust,94,Severe,378
Bihar,Lakhisarai (Area 1),467,244,Road Dust,223,Poor,1127
Bihar,Lakhisarai (Area 2),469,316,Vehicle,153,Very Poor,799
Bihar,Lakhisarai (Area 3),460,243,Crop Burning,217,Poor,1132
Bihar,Lakhisarai (Area 4),470,231,Construction Dust,239,Poor,1179
Bihar,Lakhisarai (Area 5),474,207,Vehicle,267,Poor,1287
Bihar,Lakhisarai (Area 6),498,404,Vehicle,94,Severe,374
Bihar,Madhepura,472,301,Crop Burning,171,Very Poor,844
Bihar,Madhepura (Area 1),486,465,Vehicle,21,Severe,78
Bihar,Madhepura (Area 2),485,343,Road Dust,142,Very Poor,662
Bihar,Madhepura (Area 3),486,178,Road Dust,308,Moderate,1702
Bihar,Madhepura (Area 4),387,339,Waste Burning,48,Very Poor,681
Bihar,Madhepura (Area 5),466,301,Industrial Emissions,165,Very Poor,844
Bihar,Madhepura (Area 6),378,354,Construction Dust,24,Very Poor,602
Bihar,Madhubani,359,352,Vehicle,7,Very Poor,614
Bihar,Madhubani (Area 1),462,333,Domestic Fuel,129,Very Poor,721
Bihar,Madhubani (Area 2),453,158,Waste Burning,295,Moderate,2207
Bihar,Madhubani (Area 3),499,440,Industrial Emissions,59,Severe,208
Bihar,Madhubani (Area 4),448,357,Vehicle,91,Very Poor,592
Bihar,Madhubani (Area 5),404,298,Industrial Emissions,106,Poor,866
Bihar,Madhubani (Area 6),353,281,Road Dust,72,Poor,946
Bihar,Munger (Monghyr),492,317,Industrial Emissions,175,Very Poor,791
Bihar,Munger (Monghyr) (Area 1),315,259,Domestic Fuel,56,Poor,1046
Bihar,Munger (Monghyr) (Area 2),446,162,Industrial Emissions,284,Moderate,2106
Bihar,Munger (Monghyr) (Area 3),463,448,Industrial Emissions,15,Severe,166
Bihar,Munger (Monghyr) (Area 4),493,396,Construction Dust,97,Very Poor,415
Bihar,Munger (Monghyr) (Area 5),498,453,Industrial Emissions,45,Severe,141
Bihar,Munger (Monghyr) (Area 6),442,355,Construction Dust,87,Very Poor,600
Bihar,Muzaffarpur,424,389,Vehicle,35,Very Poor,446
Bihar,Muzaffarpur (Area 1),446,344,Domestic Fuel,102,Very Poor,656
Bihar,Muzaffarpur (Area 2),491,473,Vehicle,18,Severe,33
Bihar,Muzaffarpur (Area 3),329,247,Domestic Fuel,82,Poor,1112
Bihar,Muzaffarpur (Area 4),288,156,Waste Burning,132,Moderate,2251
Bihar,Muzaffarpur (Area 5),486,415,Construction Dust,71,Severe,325
Bihar,Muzaffarpur (Area 6),380,185,Crop Burning,195,Moderate,1517
Bihar,Nalanda,406,173,Domestic Fuel,233,Moderate,1826
Bihar,Nalanda (Area 1),489,311,Vehicle,178,Very Poor,815
Bihar,Nalanda (Area 2),463,440,Industrial Emissions,23,Severe,208
Bihar,Nalanda (Area 3),475,472,Industrial Emissions,3,Severe,43
Bihar,Nalanda (Area 4),437,435,Construction Dust,2,Severe,238
Bihar,Nalanda (Area 5),331,174,Construction Dust,157,Moderate,1803
Bihar,Nalanda (Area 6),494,474,Industrial Emissions,20,Severe,28
Bihar,Nawada,455,446,Vehicle,9,Severe,180
Bihar,Nawada (Area 1),469,276,Industrial Emissions,193,Poor,974
Bihar,Nawada (Area 2),467,455,Construction Dust,12,Severe,126
Bihar,Nawada (Area 3),304,225,Industrial Emissions,79,Poor,1204
Bihar,Nawada (Area 4),267,158,Construction Dust,109,Moderate,2207
Bihar,Nawada (Area 5),476,459,Construction Dust,17,Severe,112
Bihar,Nawada (Area 6),285,166,Road Dust,119,Moderate,2007
Bihar,Patna,386,354,Industrial Emissions,32,Very Poor,602
Bihar,Patna (Area 1),386,369,Construction Dust,17,Very Poor,543
Bihar,Patna (Area 2),484,383,Industrial Emissions,101,Very Poor,468
Bihar,Patna (Area 3),217,216,Industrial Emissions,1,Poor,1246
Bihar,Patna (Area 4),222,203,Domestic Fuel,19,Poor,1299
Bihar,Patna (Area 5),422,350,Construction Dust,72,Very Poor,621
Bihar,Patna (Area 6),488,310,Vehicle,178,Very Poor,818
Bihar,Purnia (Purnea),465,317,Vehicle,148,Very Poor,791
Bihar,Purnia (Purnea) (Area 1),498,478,Construction Dust,20,Severe,11
Bihar,Purnia (Purnea) (Area 2),448,332,Road Dust,116,Very Poor,725
Bihar,Purnia (Purnea) (Area 3),332,321,Construction Dust,11,Very Poor,770
Bihar,Purnia (Purnea) (Area 4),447,336,Construction Dust,111,Very Poor,700
Bihar,Purnia (Purnea) (Area 5),498,472,Industrial Emissions,26,Severe,43
Bihar,Purnia (Purnea) (Area 6),453,452,Industrial Emissions,1,Severe,150
Bihar,Rohtas,434,391,Industrial Emissions,43,Very Poor,437
